Context (stripped away),Speaker,English,Translated,File name,Line number
,,"Assist you? <30>Ha<15>ha<15>, why<30> that's<nl>the reason we're here, son!",协助你们？<30>哈<15>哈<15>，<30>那不正是我<nl>们来这的原因吗，小子！,PirateAttack/bonanzaFreed,172
,,"Follow my lead, young ones!",听我指挥，年轻人！,PirateAttack/bonanzaFreed,172
,,"These pirates sure got this place<nl>locked down tight, huh?",这些海盗肯定会把这里锁得很<nl>死，对吧？,PirateAttack/bonanzaFreed,269
,,"Move aside, children.",靠边站，孩子们。,PirateAttack/bonanzaFreed,269
,,Bonanza will take care of this.,伯南扎会搞定这些。,PirateAttack/bonanzaFreed,269
,,HIIIIYA!,嘻呀！,PirateAttack/bonanzaFreed,311
,,WOW!,哇！,PirateAttack/bonanzaFreed,364
,,"No time for gawking guys! <30>Go on ahead,<nl>I'll catch up with you at the <b>barricades<b>.",没时间发呆了，伙计们！<30>出发吧，<nl>我会在<b>门禁<b>那跟你们会合。,PirateAttack/bonanzaFreed,372
,,"Take care of my <b>Anne<b>, will ya!",照顾好我的<b>安妮<b>，知道吗！,PirateAttack/bonanzaFreed,372
,,Th-<30>Thank you ma'am! <30>We will!,谢、<30>谢谢你女士！<30>我们会的！,PirateAttack/bonanzaFreed,382
,,.<20>.<20>.,…<20>…<20>…,PirateAttack/anneFreed,70
,,"I can't walk very well,<nl>my leg's broken.",我腿断了，走不了路。,PirateAttack/anneFreed,78
,,But thanks for helping me.,但感谢你帮了我。,PirateAttack/anneFreed,78
,,We need your help to bust open some barricades further down.,我们需要你来帮忙炸开这下方<nl>的门禁。,PirateAttack/anneFreed,88
,,"Otus, maybe you can <b>carry<b><nl><b>her<b> to safety?",欧图斯，你能<b>把她带到<b>安全的<nl>地方吗？,PirateAttack/anneFreed,88
,,"Master Geddy, that's a great idea!",格迪少爷，这主意好！,PirateAttack/anneFreed,98
,,Carry me?,带我？,PirateAttack/anneFreed,114
,,What if he drops me?,如果他把我摔了该怎么办？,PirateAttack/anneFreed,114
,,Hahaha! Otus would never do such a thing!,哈哈哈！欧图斯不会这么做的！,PirateAttack/anneFreed,128
,,"Isn't that right, Master Geddy?",对吧，格迪少爷？,PirateAttack/anneFreed,128
,,Of course!,当然！,PirateAttack/anneFreed,147
,,Uh...,嗯……,PirateAttack/anneFreed,158
,,Yes!,没错！,PirateAttack/anneFreed,158
,,Um...,嗯……,PirateAttack/anneFreed,170
,,...I'm not sure this is a good idea.,……我也不太确定。,PirateAttack/anneFreed,184
,,Hahaha! Never!,哈哈哈！永远不会！,PirateAttack/anneFreed,212
,,HAHAHAHAHA! O-Of COURSE not!,哈哈哈哈哈！肯、肯定不会！,PirateAttack/anneFreed,228
,,AAAAAAAAAAAHHHH!!!,啊啊啊啊啊啊啊啊啊啊！！！,PirateAttack/anneFreed,244
,,"Come now, let us get you out of here!",来吧，让我们把你带出去！,PirateAttack/anneFreed,276
,,Umm... Alright.,嗯……好吧。,PirateAttack/anneFreed,288
,,"If you want to get into the hangar,<nl>we should free <b>my partner<b> as well.",如果你们想进入机库，那还要<nl>把<b>我的同伴<b>也救了。,PirateAttack/anneFreed,288
,,She's a bit further in.,她被关在更里面的地方。,PirateAttack/anneFreed,288
,,I'm gonna put my faith in you<nl>and let you carry me around.,我决定相信你，让你带着我飞。,PirateAttack/anneFreed,288
,,Please don't drop me.,请不要扔下我。,PirateAttack/anneFreed,288
,,Otus<5>.<5>.<5>.,欧图斯<5>…<5>…<5>…,PirateAttack/showDreadnoughts,140
,,Wha<15>.<15>.<15>.,什<15>…<15>…<15>…,PirateAttack/showDreadnoughts,145
,,What<30> is<30> [1]THAT!?!?,那<30>是<30>[1]什么！？！？,PirateAttack/showDreadnoughts,145
,,"That, Master Geddy, is<15>.<15>.<15>.",那，格迪少爷，是<15>…<15>…<15>…,PirateAttack/showDreadnoughts,153
,,I<15>t<15>'<15>s<30>.<30>.<30>.,它<15>是<15>…<30>…<30>…,PirateAttack/showDreadnoughts,153
,,[1]AHHHHHHHHHHHH!!!,[1]啊啊啊啊啊啊啊啊！！！,PirateAttack/showDreadnoughts,367
,,[1]We're all gonna die!!!,[1]我们都要死了！！！,PirateAttack/showDreadnoughts,372
,,"Not yet, but..!",我们还没死，但……！,PirateAttack/showDreadnoughts,385
,,"It's reloading!!!<nl>Find cover, <15>QUICKLY!",它在填弹！！！找掩护，<15>快！,PirateAttack/showDreadnoughts,390
,,Wh-<30>Who's in there?,谁、<30>谁在那里？,PirateAttack/meetTrappedGuy,44
,,Is<5>.<5>.<5>. Is it safe?,现在<5>…<5>…<5>…现在安全吗？,PirateAttack/meetTrappedGuy,55
,,"Oh man, am I glad to see friendly faces!",哦天啊，真高兴能看到了老面孔！,PirateAttack/meetTrappedGuy,96
,,There're pirates everywhere!,到处都是海盗！,PirateAttack/meetTrappedGuy,96
,,Nowhere is safe!,哪里都不安全！,PirateAttack/meetTrappedGuy,96
,,Wha-?,什——？,PirateAttack/meetTrappedGuy,131
,,PIRATE!!!,海盗！！！,PirateAttack/meetTrappedGuy,154
,,WE'RE ALL GONNA DIE!!!,我们全都要死了！！！,PirateAttack/meetTrappedGuy,163
,,Hey! Listen!,嗨！听着！,PirateAttack/meetTrappedGuy,179
,,He's one of us!,他跟我们是一伙的！,PirateAttack/meetTrappedGuy,179
,,He's helping us find a<nl>way to stop the pirates!,他在帮我们寻找阻止海盗的办法！,PirateAttack/meetTrappedGuy,179
,,"Keep your wits about you, friend,<nl>I am indeed here to assist you.",听好了，朋友，我确实是来帮<nl>助你的。,PirateAttack/meetTrappedGuy,198
,,Really?,真的？,PirateAttack/meetTrappedGuy,223
,,"Well,<15> you do seem more gallant than<nl>these other ruthless invaders.",好吧，<15>你看起来的确比那些残<nl>酷的入侵者更正气。,PirateAttack/meetTrappedGuy,231
,,"Alright, I'll trust you!",行，我相信你！,PirateAttack/meetTrappedGuy,250
,,"OK, listen...",好了，听着……,PirateAttack/meetTrappedGuy,265
,,Our demolition squad was captured<nl>further up in the pirate base.,我们突击小队的成员被抓到了<nl>海盗基地的上方。,PirateAttack/meetTrappedGuy,270
,,We can't proceed beyond the<nl>pirates' <b>barricades<b> unless we save them.,要是不把她们都救出来，我们<nl>是无法通过海盗<b>门禁<b>的。,PirateAttack/meetTrappedGuy,270
,,You guys might be able to get up there real quick!,你们应该很快就能去到那里！,PirateAttack/meetTrappedGuy,270
,,The squad consists of <b>Anne<b> and <b>Bonanza<b>!<nl>Free them!,小队成员有<b>安妮<b>和<b>伯南扎<b>！<nl>救出她们！,PirateAttack/meetTrappedGuy,270
,,"I, uh...",我，呃……,PirateAttack/meetTrappedGuy,278
,,I'll just<40>... prepare to fight<5>.<5>.<30><nl>...Over by those... bushes.,我会<40>……为战斗做准备<5>…<5>…<30>…<nl>地点就在那边的……树丛。,PirateAttack/meetTrappedGuy,283
,,Good luck out there.,祝你们好运。,PirateAttack/meetTrappedGuy,298
,,Psst!,噗嘶！,PirateAttack/showHangarDoor,17
,,We need to get rid of this <b>barricade<b> to get out!,我们得解决这个<b>门禁<b>才能出去！,PirateAttack/showHangarDoor,78
,,"If you free my subordinates,<nl>we can blow it up!",如果你能救出我的部下，我们<nl>就能把它炸开！,PirateAttack/showHangarDoor,78
,,"They're right up ahead, so...",她们被关在这上面，那……,PirateAttack/showHangarDoor,78
,,I'll just wait here<nl>while you set 'em free!,我就在这等着，你们去救他们吧！,PirateAttack/showHangarDoor,78
,,"That's right, <30>I'll be right<nl>here waiting for you!",是的，<30>我就在这等你们回来！,PirateAttack/showHangarDoor,78
,,So go free my subordinates.,你们放心地去救我的部下吧。,PirateAttack/showHangarDoor,78
,,Hey!!!,嗨！！！,PirateAttack/freeFirstPrisoner,21
,,That's <b>Bonanza<b>!,那是<b>伯南扎<b>！,PirateAttack/freeFirstPrisoner,35
,,Let's get her out of there!,我们把她救出来吧！,PirateAttack/freeFirstPrisoner,35
,,Help!,救命！,PirateAttack/secondPrisonerHelp,3
,,Over here!,在这里！,PirateAttack/secondPrisonerHelp,3
,,Hoi.,嗨。,PirateAttack/openHangarDoor,111
,,"You ready, Bonanza?",准备好了吗，伯南扎？,PirateAttack/openHangarDoor,111
,,"Born ready, young one.",我时刻都做好了准备，年轻人。,PirateAttack/openHangarDoor,135
,,Alright! Here we go!,很好！我们开始吧！,PirateAttack/openHangarDoor,149
,,...,……,PirateAttack/openHangarDoor,163
,,OK guys! <30>Say farewell to this here <b>barricade<b>!,好了，伙计们！<30>跟这个<b>门禁<b>说<nl>再见吧！,PirateAttack/openHangarDoor,163
,,Three...,三……,PirateAttack/openHangarDoor,203
,,Two...,二……,PirateAttack/openHangarDoor,216
,,One...,一……,PirateAttack/openHangarDoor,228
,,Done.,搞定。,PirateAttack/openHangarDoor,333
,,"Phew, <30>you've done good, Bonanza!",呼，<30>干得不错，伯南扎！,PirateAttack/openHangarDoor,342
,,"Alright, guys...",好了，伙计们……,PirateAttack/openHangarDoor,342
,,Guys? Are... <15>are you alright?,伙计们？你……<15>你们还好吗？,PirateAttack/openHangarDoor,359
,,Oh...,哦……,PirateAttack/openHangarDoor,388
,,Haha. <30>Yeah. <30>We're cool!,哈哈。<30>还好。<30>我们只是在装酷！,PirateAttack/openHangarDoor,388
,,Hehe. <30>That's good!,呵呵。<30>那就好！,PirateAttack/openHangarDoor,394
,,We're gonna try and get out of here.,我们会尝试从这里逃出去的。,PirateAttack/openHangarDoor,394
,,I can't be of much more<nl>use with my leg broken.,我这个瘸子只能帮你帮到这了。,PirateAttack/openHangarDoor,394
,,Anyway. Thanks for helping us.,不管怎么说。感谢你们的帮助。,PirateAttack/openHangarDoor,404
,,"At the end of this, I hope to see you guys again!",希望战争结束后，我还能看到你们！,PirateAttack/openHangarDoor,404
,,"Aye, be careful out there younglings.",总之万事小心，年轻人。,PirateAttack/openHangarDoor,417
,,Watch out for them sinister tin-cans now!,要时刻小心那些罪恶铁罐！,PirateAttack/openHangarDoor,417
,,Psst!,噗嘶！,PirateAttack/psst1,17
,,Hey... Psst!,喂……噗嘶！,PirateAttack/psst2,17
,,These pirates sure got this place locked down tight huh?,这些海盗肯定会把这里锁得很<nl>死，对吧？,PirateAttack/bonanzaOpenDoor1,45
,,Well...,好吧……,PirateAttack/bonanzaOpenDoor1,45
,,Not on my watch!,不是我管得着的！,PirateAttack/bonanzaOpenDoor1,76
,,WOOOOOOOOAAAAAAAHHHHHHHH!,哇哇哇啊啊啊啊啊！,Dreadnaught/alphonseCrash,28
,,The escape route is shut!,后退的路被关上了！,Dreadnaught/alphonseCrash,43
,,What now!?,现在怎么办！？,Dreadnaught/alphonseCrash,51
,,Aha! Another exit!,啊哈！另一个出口！,Dreadnaught/alphonseCrash,98
,,But I won't be able to reach it!,但我无法去到那里！,Dreadnaught/alphonseCrash,106
,,Otus!,欧图斯！,Dreadnaught/alphonseCrash,123
,,OTUS!!!,欧图斯！！！,Dreadnaught/alphonseCrash,143
,,Otus! Please get up!!!,欧图斯！请你快起来！！！,Dreadnaught/alphonseCrash,161
,,Master Otus! We need to escape!,欧图斯少爷！我们得逃出去！,Dreadnaught/alphonseCrash,177
,,"Come now, Master Otus!",快点，欧图斯少爷！,Dreadnaught/alphonseCrash,205
,,We'll need to gather our courage and get out of here!,我们要一鼓作气离开这里！,Dreadnaught/alphonseCrash,210
,,Guys! Look!,伙计们！看啊！,Dreadnaught/foundFurnace,33
,,It's the Dreadnought's engine!,这就是无畏舰的引擎！,Dreadnaught/foundFurnace,58
,,We... <15>We made it!,我们……<15>我们做到了！,Dreadnaught/foundFurnace,58
,,We actually made it!,我们真的做到了！,Dreadnaught/foundFurnace,58
,,Let's rig this thing up and---,我们赶紧把东西装上去——,Dreadnaught/foundFurnace,68
,,I'm on it!!!,我来做！！！,Dreadnaught/foundFurnace,121
,,"Alright, you guys!<30><nl>This thing is rigged to blow!",好了，伙计们！<30>这东西已经绑<nl>上爆炸装置了！,Dreadnaught/foundFurnace,230
,,"Excellent work, Geddy!",做得好，格迪！,Dreadnaught/foundFurnace,239
,,"Now, we should probably get out of he-",现在，我们应该从这撤——,Dreadnaught/foundFurnace,251
,,[1]We did it!!!,[1]我们成功了！！！,Dreadnaught/foundFurnace,274
,,[1]We stopped the pirates!,[1]我们阻止了海盗！,Dreadnaught/foundFurnace,274
,,"Indeed, now let's g-",没错，现在我们得快——,Dreadnaught/foundFurnace,283
,,[1]We saved Advent!<nl>And all the people!,[1]我们拯救了爱文德城！以及大家！,Dreadnaught/foundFurnace,305
,,[1]We're the best team ever!,[1]我们是最优秀的队伍！,Dreadnaught/foundFurnace,305
,,"True, true, but let's get mov-",是，是，但我们得快点走——,Dreadnaught/foundFurnace,326
,,"...We're heroes, you guys.",……我们是英雄了，伙计们。,Dreadnaught/foundFurnace,339
,,We...,我们……,Dreadnaught/foundFurnace,348
,,Uh-oh!,啊喔！,Dreadnaught/foundFurnace,364
,,Wha-,什——,Dreadnaught/foundFurnace,378
,,Oh my!,哦天啊！,Dreadnaught/foundFurnace,452
,,Oh no! This is bad!!!,哦不！这很不妙！！！,Dreadnaught/foundFurnace,460
,,This is really bad!,这真的很不妙！,Dreadnaught/foundFurnace,478
,,Otus? <30>Geddy?,欧图斯？<30>格迪？,Dreadnaught/foundFurnace,491
,,"We have to get out of here, [1]QUICKLY!",我们必须离开这里，[1]快！,Dreadnaught/foundFurnace,504
,,Hup!,啊！,Dreadnaught/foundFurnace,518
,,"Don't fret, team! <nl><30>Leave this one to me!",大家别慌！<30>这里交给我！,Dreadnaught/foundFurnace,533
,,"Otus, <15>one of these doors should<nl>lead to the Dreadnought's engine.",欧图斯，<15>其中一扇门应该能通<nl>往无畏舰的引擎。,Dreadnaught/enter,32
,,"When you find it, we'll help you destroy it.",要是找到了，我们会帮你摧毁它的。,Dreadnaught/enter,32
,,Hah...,哈……,PirateAttack/firstMolstromEncounter,62
,,HAHA<10>HA<10>HA<10>HA!!!,哈哈<10>哈<10>哈<10>哈！！！,PirateAttack/firstMolstromEncounter,82
,,We made it!!!,我们做到了！！！,PirateAttack/firstMolstromEncounter,82
,,It's just a question of time before<nl>the Dreadnought sinks!,无畏舰的沉没只是时间问题了！,PirateAttack/firstMolstromEncounter,91
,,Heh.,哈。,PirateAttack/firstMolstromEncounter,106
,,He<15>he<15>he.,嘿<15>嘿<15>嘿。,PirateAttack/firstMolstromEncounter,111
,,You guys sure are made of something else!,你们这些家伙还真不是泛泛之辈！,PirateAttack/firstMolstromEncounter,116
,,"Even in a real rough spot,<nl>we seem to make a pretty good team!",即使是在艰难的环境下，我们<nl>也能组成优秀的队伍！,PirateAttack/firstMolstromEncounter,132
,,"After this, I will no longer find<nl>a place among pirates.",经过这些事后，我再也不用向<nl>海盗寻求容身之处了。,PirateAttack/firstMolstromEncounter,139
,,"Instead, I will find comfort among friends.<nl><60>True friends.",取而代之的是，我在朋友之中<nl>找到了的慰藉。<60>真正的朋友。,PirateAttack/firstMolstromEncounter,144
,,But let's not linger here.<nl>Let's take to the skies.,但我们不能在这久留。我们飞<nl>到空中去吧。,PirateAttack/firstMolstromEncounter,153
,,"Master Otus, would you mind---",欧图斯少爷，你介意——,PirateAttack/firstMolstromEncounter,163
,,"Quick, let's...",快，让我们……,PirateAttack/firstMolstromEncounter,214
,,Alphonse<20>.<20>.<20>.,阿尔冯斯<20>…<20>…<20>…,PirateAttack/firstMolstromEncounter,229
,,...,………,PirateAttack/firstMolstromEncounter,239
,,Hahaha..!,哈哈哈……！,PirateAttack/firstMolstromEncounter,255
,,"Why, this makes sense!",这就说得通了！,PirateAttack/firstMolstromEncounter,255
,,How else would these buffoons<nl>get through our defences?,我还在想这些蠢货是如何突破<nl>我们防线的？,PirateAttack/firstMolstromEncounter,255
